Frame Number,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,y21,x22,y22,x23,y23,x24,y24
000000000040,1121.97,433.078,1021.8,436.248,1024.67,362.379,904.014,327.252,789.199,312.509,1015.88,515.591,886.455,550.924,762.782,553.888,833.442,433.229,836.322,389.055,577.418,397.827,368.435,391.932,836.321,480.124,583.311,459.788,362.582,459.643,1136.6,412.728,1139.46,447.903,1118.86,392.043,1116.07,477.358,338.948,509.72,344.918,503.84,338.934,453.738,318.457,356.58,324.232,353.682,353.638
000000000041,1121.9,433.07,1021.73,439.033,1021.9,359.568,904.003,327.209,789.282,303.696,1010.02,518.484,886.385,550.876,762.683,553.938,836.348,433.191,839.293,389.088,574.352,394.933,365.52,389.165,836.381,477.312,586.232,462.556,365.451,459.619,1136.6,412.661,1139.44,450.81,1118.87,392.009,1118.88,480.208,318.441,489.064,338.94,494.956,339.032,453.754,327.198,353.69,333.042,353.676,350.757
000000000042,1118.95,433.128,1021.69,436.244,1021.91,359.558,904.068,330.089,789.258,297.858,1007.07,518.455,886.384,550.763,765.686,553.883,839.391,436.018,845.258,389.117,577.459,397.883,377.217,391.946,839.392,477.362,580.301,459.763,365.415,459.531,1133.58,415.444,1136.55,450.782,1115.91,392.036,1116.09,480.169,315.524,480.305,327.247,483.256,338.986,453.719,321.363,359.592,327.188,359.534,359.52
000000000043,1118.9,433.144,1018.85,436.01,1021.81,356.583,903.965,321.309,789.385,294.993,1010,509.653,883.521,550.797,762.901,553.737,842.237,433.133,842.28,389.017,571.509,397.896,371.372,389.149,842.309,474.378,580.392,459.713,365.449,459.583,1133.59,412.683,1133.68,453.652,1115.98,391.916,1115.9,477.321,318.445,483.216,336.058,486.24,339.03,453.757,318.378,365.396,321.344,362.481,356.641
000000000044,1118.86,433.147,1015.87,436.041,1018.9,353.631,904.112,321.299,798.084,294.915,1004.23,512.593,883.448,547.96,759.839,550.976,830.45,433.191,830.541,389.029,571.472,400.773,365.577,392.002,833.389,477.254,580.335,459.735,368.421,459.618,1130.71,412.638,1133.64,450.796,1113.09,389.113,1115.86,477.298,318.467,480.329,338.97,489.034,341.953,456.593,321.381,368.453,330.11,365.475,350.7
000000000045,1115.96,430.262,1010.05,436.011,1021.68,347.854,904.048,321.285,806.964,294.826,1001.11,515.529,877.566,542.066,748.116,550.812,833.386,430.223,833.477,388.972,574.47,400.742,368.367,392.022,833.488,468.505,583.317,459.655,365.51,459.63,1124.88,412.616,1127.72,444.98,1115.98,391.93,1112.95,477.34,321.353,489.087,347.771,500.818,341.869,453.763,321.27,362.562,324.286,362.456,347.847
000000000046,1116.03,430.13,1004.22,436.119,1018.86,347.868,904.178,321.286,809.856,294.859,986.484,530.309,860,533.324,745.112,550.75,830.433,430.195,833.508,386.135,577.341,397.808,368.428,391.943,833.341,468.519,592.124,459.676,362.592,459.657,1127.74,412.473,1127.79,441.963,1113.01,389.102,1110.05,471.456,344.837,512.628,356.576,506.762,338.937,453.809,315.408,362.519,315.434,356.679,347.811
000000000047,1116.01,418.513,1004.13,436.156,1018.89,344.877,904.111,318.429,809.904,294.85,986.471,545.013,859.945,536.21,753.971,547.847,815.826,430.244,827.559,386.109,571.449,394.846,368.418,391.983,815.844,471.437,592.026,459.617,365.536,459.545,1124.89,409.593,1127.8,436.232,1107.21,389.012,1107.17,465.578,318.426,483.295,339.009,492.005,341.871,453.718,318.338,362.576,321.288,362.485,353.658
000000000048,1116.04,415.528,1004.18,433.213,1021.69,341.843,904.076,318.398,809.914,294.83,983.51,547.963,848.189,536.206,745.09,542.005,812.92,430.14,818.766,386.069,580.288,392.013,371.305,392.002,812.913,468.495,589.176,456.732,365.481,459.637,1127.72,406.585,1133.61,436.053,1107.18,374.332,1110.05,462.677,321.316,489.136,344.853,500.824,339.054,453.785,318.302,365.384,318.441,362.485,356.576
000000000049,1115.88,412.608,1001.3,433.204,1018.82,341.899,904.097,318.356,809.89,294.812,983.534,530.319,859.965,530.366,745.107,533.259,815.774,424.332,821.671,383.098,577.429,391.942,371.325,391.944,815.757,462.692,595.01,456.725,365.515,459.686,1121.94,400.821,1127.82,433.196,1107.18,374.302,1107.18,459.79,350.744,512.631,0,0,339.008,456.642,315.466,368.412,318.411,365.4,353.716
