Frame Number,x0,0.9999242066,y0,0.9985050093,x1,0.991843737,y1,0.9957777767,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,y21,x22,y22,x23,y23,x24,y24
000000000056,513.804,0.7066260951,278.091,0.5653284404,524.37,0.0005847609244,471.939,0.572307789,398.499,477.158,314.646,671.015,220.389,859.473,655.173,461.405,712.774,649.941,728.579,807.013,571.412,817.712,492.847,838.534,529.452,1158.24,576.668,1545.69,650.083,812.192,686.478,1027.34,723.306,1477.62,482.132,262.342,540.021,262.241,440.718,298.991,571.579,288.502,817.808,1540.44,823.006,1524.76,691.951,1519.47,519.086,1613.54,508.613,1598,607.956
000000000057,513.819,0.7073614891,278.039,0.5598219843,524.326,0.003103693356,471.889,0.564753215,398.462,477.138,309.738,676.191,215.231,859.718,655.163,456.246,712.768,649.76,733.575,801.906,571.519,817.764,492.985,838.62,529.47,1152.97,576.648,1540.52,650.179,812.216,686.638,1027,728.531,1467.15,482.153,262.246,539.974,257.232,440.698,288.624,571.515,283.294,828.122,1529.96,833.388,1519.31,697.158,1509.08,519.226,1608.68,513.659,1597.93,607.943
000000000058,513.771,0.7087772393,273.121,0.5521348677,524.255,0.005748596917,471.78,0.5571430643,398.39,476.958,314.54,676.16,220.299,864.66,650.235,456.14,712.843,644.93,733.904,807.024,571.578,817.825,498.083,843.819,529.514,1153.07,576.621,1545.69,650.254,812.246,686.771,1027.22,728.722,1446.28,477.379,257.222,539.936,257.107,440.683,288.521,571.541,283.261,838.536,1524.65,843.866,1498.56,702.423,1498.46,519.065,1613.56,508.639,1598.11,603.042
000000000059,513.806,0.7102299101,272.921,0.5433621364,524.306,0.01601646938,471.715,0.5483259312,398.368,476.916,314.722,670.974,225.648,864.713,655.156,451.048,712.85,644.97,734.025,807.065,571.624,817.763,498.15,843.715,524.575,1152.86,576.651,1556.03,655.127,812.186,686.796,1027.35,733.766,1446.11,477.39,251.939,539.975,251.846,440.718,283.369,571.507,278.286,848.918,1509.03,849.081,1488.03,718.1,1498.45,518.82,1613.71,503.336,1603.22,603.021
000000000060,513.729,0.7124045244,272.711,0.53452234,524.28,0.02884836899,466.647,0.5382539713,398.365,471.965,314.833,681.223,230.986,864.755,650.242,445.944,717.95,649.943,734.122,812.204,571.632,817.639,498.078,838.585,524.574,1152.88,576.621,1556.16,655.158,807.068,686.661,1027.15,734.022,1440.98,477.357,246.676,539.963,241.53,440.703,278.316,571.583,278.243,838.529,1488.04,848.961,1477.51,728.314,1488.31,518.825,1613.65,503.346,1603.21,602.946
000000000061,513.835,0.7153080818,267.869,0.5246675567,524.333,0.0442732152,461.506,0.5293570976,393.554,471.898,319.936,681.206,246.735,864.919,650.298,445.815,718.091,649.86,739.096,812.19,576.618,817.627,498.191,838.566,529.512,1153,576.65,1556.03,655.224,807.035,686.616,1022.04,733.707,1404.34,482.143,241.486,545.159,236.4,440.71,278.102,576.634,273.163,749.535,1487.9,801.882,1472.27,728.327,1446.18,513.81,1613.78,503.276,1603.25,602.963
000000000062,513.886,0.7203195492,267.648,0.5147117567,524.363,0.06222483641,456.289,0.5191954901,393.534,471.803,330.475,676.157,267.779,864.789,655.248,445.722,718.079,649.849,739.258,812.265,576.611,817.63,498.134,843.716,529.586,1158.21,576.589,1545.61,655.255,806.967,686.697,1027,733.659,1404.25,482.212,236.247,545.166,236.098,440.686,272.932,576.616,272.668,786.147,1472.26,817.562,1446.19,728.301,1467.1,519.019,1613.56,508.565,1598.04,602.925
000000000063,513.908,0.7260621558,267.426,0.500464006,524.416,0.08262921844,456.12,0.5077831636,393.5,471.768,346.101,681.272,288.639,864.645,655.39,440.741,718.13,644.873,744.255,812.434,576.6,817.562,498.033,838.55,529.614,1158.22,576.595,1545.76,655.323,801.932,686.594,1016.47,728.785,1399.14,482.26,231.211,545.174,231.098,440.673,272.722,576.665,267.701,791.42,1451.34,817.529,1435.72,723.281,1467.02,518.879,1613.67,508.479,1603.11,602.946
000000000064,518.854,0.7325445484,262.385,0.4851197425,524.54,0.1031585913,451.022,0.4939498649,393.557,466.713,351.485,681.284,314.586,859.37,660.528,440.728,723.116,644.833,749.436,812.343,576.6,817.464,492.988,838.491,529.672,1168.48,576.615,1550.95,655.34,801.794,686.523,1016.64,728.615,1393.79,482.345,231.018,545.296,230.929,440.623,267.717,576.662,267.565,812.532,1435.75,817.763,1420.03,718.066,1451.34,518.952,1613.74,508.566,1603.26,602.865
000000000065,518.988,0.7390557639,257.248,0.4687020197,524.554,0.1262044458,445.753,0.48124115,398.367,461.509,356.563,676.113,335.631,859.339,660.593,440.423,723.162,644.713,754.764,812.424,576.636,817.451,492.969,833.392,529.659,1158.12,576.637,1545.61,655.416,801.822,686.564,1022.04,728.465,1393.75,482.422,230.845,550.424,225.892,440.681,267.484,587.036,262.211,723.368,1487.95,807.097,1435.68,707.633,1446.08,518.986,1613.76,508.523,1603.17,602.962
000000000066,519.162,0.7469729848,251.817,0.4532525479,529.509,0.156903659,440.675,0.468521803,398.489,456.219,356.828,676.074,356.628,859.38,670.865,435.364,723.339,644.559,759.846,812.42,576.665,812.517,492.951,833.289,529.735,1168.48,576.589,1540.55,660.455,801.799,686.491,1027.13,728.278,1393.7,482.564,225.769,555.505,225.609,445.651,262.305,587.042,246.678,817.718,1430.42,817.579,1414.84,702.333,1446.15,519.012,1613.62,508.56,1603.07,602.928
000000000067,524.134,0.7563163869,241.36,0.435705199,529.722,0.1902840477,440.395,0.4545553617,398.645,445.929,361.931,665.635,372.339,849.127,676.126,435.031,728.361,639.525,760.054,812.437,576.775,812.426,492.925,833.244,529.618,1163.44,576.62,1540.51,665.686,796.61,686.594,1032.44,723.166,1399.15,487.644,225.49,555.722,220.491,445.864,257.034,592.341,241.347,723.328,1493.43,812.473,1435.58,692.143,1456.63,518.983,1608.74,508.547,1597.95,602.974
000000000068,524.355,0.7670961269,231.262,0.4170560978,545.203,0.2261804279,435.291,0.4356355807,403.822,440.609,367.105,660.515,393.268,838.457,681.416,429.864,728.655,639.38,765.102,812.445,581.896,812.441,498.052,828.179,529.573,1178.94,571.609,1545.72,670.912,796.654,686.763,1048.15,712.912,1409.56,487.767,220.325,560.718,204.868,456.194,251.829,597.721,231.145,702.538,1524.46,791.455,1472.38,692.054,1467.09,518.822,1613.57,508.531,1598.08,602.853
000000000069,529.65,0.7779023565,230.742,0.3993863552,550.485,0.2569850256,430.033,0.4166785875,403.891,435.31,377.599,650.01,398.515,817.409,686.586,414.219,733.555,623.897,765.136,812.487,581.967,812.425,498.071,828.104,529.545,1173.77,571.58,1535.27,676.108,796.669,686.689,1053.32,707.588,1446.21,503.299,204.788,561.09,194.412,466.591,236.345,602.648,230.882,801.944,1519.39,812.286,1493.28,686.706,1493.41,519.118,1608.74,508.625,1597.97,602.976
000000000070,534.884,0.7886966452,225.689,0.3796966985,555.749,0.2853599,429.828,0.397720386,409.046,435.112,382.811,644.865,398.415,796.552,691.69,403.968,733.823,618.565,765.229,812.486,587.136,812.383,503.34,822.927,529.525,1179.04,571.644,1540.35,676.151,801.784,686.545,1063.94,697.197,1488.1,508.646,194.286,566.136,189.184,471.845,230.942,607.858,225.779,796.663,1566.72,807.23,1550.86,681.332,1535.16,513.672,1608.73,498.166,1597.94,602.999
000000000071,550.348,0.8001732115,220.365,0.3599554856,560.957,0.3161341078,419.453,0.378733188,414.349,430.014,387.882,639.551,393.333,775.56,692.186,403.724,734.123,623.738,770.193,812.522,587.14,812.465,503.304,822.98,529.418,1158.18,571.653,1535.31,676.215,801.884,686.586,1069.13,692.096,1503.81,518.844,188.982,571.352,184.055,477.001,225.807,608.166,225.491,775.766,1613.97,791.473,1603.26,676.075,1561.32,513.893,1613.71,503.283,1598.11,602.994
000000000072,555.726,0.8109714805,199.665,0.3402004405,565.991,0.3494659706,409.06,0.3610189396,424.665,424.723,388.042,634.258,387.942,770.33,702.494,398.746,744.358,613.247,770.463,812.49,587.147,812.5,498.111,822.963,524.539,1173.82,576.586,1535.28,681.332,801.964,686.561,1090.01,686.647,1545.75,519.152,183.795,581.848,178.683,482.143,225.426,613.485,204.865,770.245,1650.53,775.52,1634.68,650.265,1577.07,518.879,1613.73,503.306,1598.09,602.926
000000000073,561.138,0.8224501056,194.211,0.3215511297,566.299,0.3829576257,398.872,0.3445534769,430.043,414.229,388.152,623.748,362.114,765.088,718.081,398.467,760.061,613.335,770.693,812.139,592.467,812.354,503.238,817.789,524.562,1158.03,576.626,1535.29,686.404,801.934,686.395,1079.53,686.406,1561.38,524.52,178.473,597.545,173.341,487.521,210.068,634.372,199.508,744.246,1650.25,765.109,1624.3,650.265,1592.86,518.885,1613.87,498.163,1603.13,602.811
000000000074,566.294,0.8332161205,184.048,0.3029667882,571.557,0.4187956768,398.428,0.3280131065,435.262,403.824,388.204,613.441,356.486,739.242,728.435,393.222,770.188,608.056,775.739,806.997,597.501,801.961,503.363,812.359,529.524,1157.98,571.577,1535.34,686.497,791.422,681.276,1100.53,681.481,1566.61,529.736,162.819,602.777,152.539,498.079,194.485,644.575,189.296,754.7,1650.5,770.235,1629.56,650.208,1603.27,518.904,1614.03,498.172,1603.27,602.614
000000000075,576.672,0.8439623711,183.531,0.2864467913,587.185,0.4521486165,393.115,0.3091092736,440.394,393.491,393.228,608.145,351.169,744.302,733.647,382.905,770.657,603.059,775.846,801.95,602.636,796.617,513.793,807.132,529.69,1152.8,571.561,1530.01,686.697,781.065,681.513,1100.53,681.444,1550.96,550.559,147.229,608.148,147.094,513.718,184.052,649.927,184.01,733.948,1650.23,759.916,1624.2,650.089,1582.36,518.876,1613.96,498.009,1603.14,602.746
000000000076,587.237,0.8533156553,168.09,0.2689704893,597.61,0.4803083107,382.876,0.2902320209,440.704,387.978,393.258,602.736,340.921,739.095,733.982,367.232,775.641,597.683,775.957,786.195,602.911,781.044,518.847,801.779,529.668,1152.87,571.547,1519.53,686.867,775.59,686.609,1089.93,686.359,1540.46,560.799,141.919,613.527,141.931,519.043,178.672,655.175,178.638,733.779,1650.19,754.733,1624.17,650.148,1577.05,518.833,1613.78,492.946,1592.79,602.733
000000000077,602.674,0.8618977229,152.376,0.2546588382,602.956,0.5034183761,362.097,0.273785406,451,372.32,393.23,587.163,320.123,733.915,754.668,361.837,776.008,592.407,780.91,775.863,607.973,775.859,519.062,786.129,529.635,1152.66,571.632,1508.93,692.027,770.529,686.85,1105.6,686.359,1540.45,566.095,131.461,634.338,136.484,524.287,162.965,676.092,173.235,728.657,1645.29,749.623,1619.15,650.04,1571.85,518.89,1613.93,492.787,1597.98,602.783
000000000078,603.088,0.867708818,146.951,0.2425645239,608.049,0.5239595128,356.839,0.2623295847,461.399,361.851,393.213,576.757,314.603,733.744,765.166,356.738,786.192,587.035,781.094,770.489,608.262,775.634,524.113,775.843,524.575,1147.53,581.817,1493.31,697.109,770.478,691.953,1110.86,686.428,1540.49,571.358,115.717,644.539,115.747,529.616,152.456,686.447,157.616,733.834,1650.19,754.849,1624.23,650.016,1571.99,519.109,1613.72,498.065,1587.61,603.079
000000000079,608.296,0.8741172321,136.793,0.2305259783,608.374,0.5420385756,351.576,0.2509438385,471.718,356.565,393.332,566.263,309.523,728.463,770.347,351.497,801.931,566.398,791.407,765.146,613.223,770.521,524.218,775.616,524.429,1142.3,587.081,1488,702.291,770.34,692.136,1100.53,686.471,1545.63,576.781,105.237,649.772,105.365,534.847,146.974,686.852,147.389,728.592,1645.21,754.838,1619.16,650.028,1577.1,524.249,1608.62,503.343,1582.31,607.956
000000000080,618.501,0.8798061733,131.494,0.2195334581,618.533,0.5599259858,351.251,0.2407844056,477.065,351.397,393.316,561.092,309.45,723.218,770.638,346.246,812.074,561.171,801.83,749.593,613.445,765.174,524.408,770.283,524.362,1126.6,592.239,1477.53,707.64,760.007,697.082,1069.17,686.394,1530.02,597.416,100.153,650.146,105.062,550.524,141.949,691.939,147.002,728.526,1645.02,754.68,1618.95,649.974,1566.56,519.061,1592.86,498.116,1571.72,607.942
000000000081,629.023,0.8834388112,126.104,0.208539932,628.959,0.5728647403,346.144,0.2306687093,477.254,346.158,393.51,560.718,309.566,712.935,775.735,341.009,812.433,561.182,806.984,739.085,618.683,759.896,529.481,759.996,524.398,1111.15,587.089,1477.66,718.105,754.698,697.163,1069.23,686.351,1530.06,602.611,99.9067,655.39,100.056,555.754,141.737,692.217,142.044,728.432,1645.02,749.531,1614.02,650.027,1561.43,513.686,1598.09,487.615,1571.83,607.954
000000000082,639.358,0.885620288,110.68,0.1965340805,634.319,0.5806842634,340.919,0.2217667612,482.206,340.863,398.536,555.517,314.782,712.8,775.924,330.566,817.522,561.041,807.188,733.893,629.028,749.532,534.695,754.672,524.487,1110.8,581.896,1482.96,723.318,749.513,702.35,1069.04,686.383,1535.22,602.768,94.6285,670.853,94.7384,560.769,131.54,707.616,136.659,723.347,1639.87,749.447,1613.97,650.011,1566.67,508.51,1598.09,482.487,1571.76,607.896
000000000083,639.578,0.8863740737,105.536,0.1866862972,639.414,0.5858750582,330.421,0.2129075831,482.35,325.298,398.838,550.333,325.242,712.774,780.954,325.238,817.695,555.804,812.225,728.742,634.146,744.212,534.76,744.251,529.425,1100.49,576.668,1488.08,728.296,739.14,702.406,1068.99,686.383,1535.29,602.989,84.2178,676.157,89.446,561.141,126.139,723.111,131.476,718.089,1634.71,744.281,1613.9,650.008,1566.71,503.281,1608.44,482.377,1577.15,603.064
000000000084,644.59,0.8870807822,105.223,0.177908473,639.602,0.5885827023,320.196,0.2053358528,482.384,320.139,403.993,550.468,346.22,712.782,791.331,320.137,817.773,555.554,812.381,728.445,634.335,739.06,540.029,738.985,529.677,1084.75,566.478,1498.45,728.374,739.098,702.386,1069.05,681.508,1535.3,607.948,73.7511,681.316,73.8674,566.082,110.577,723.317,120.994,712.904,1634.64,739.21,1613.87,650.021,1566.66,487.767,1613.94,477.102,1597.96,602.721
000000000085,644.819,0.8870859977,100.143,0.169140059,644.635,0.5911707472,314.993,0.1989387254,482.565,314.948,424.683,539.981,356.566,702.465,796.701,319.919,822.744,550.526,812.401,728.353,639.419,733.995,545.158,733.963,545.274,1069.29,566.1,1519.39,728.516,733.986,697.281,1069,681.526,1556.05,608.118,68.5536,686.359,68.5974,566.254,105.562,728.405,115.681,733.828,1645.12,754.823,1619.05,649.842,1577.22,487.557,1624.23,477.01,1608.37,592.324
000000000086,649.765,0.8863692699,99.8021,0.1603808454,644.758,0.5912589761,314.813,0.1925384567,482.6,314.88,429.962,545.291,362.034,707.527,801.953,314.879,817.905,540.029,812.397,723.351,639.469,733.811,545.148,733.829,555.664,1063.93,560.89,1524.6,728.572,733.818,697.146,1063.91,681.373,1561.29,608.315,63.4435,686.528,63.4807,566.38,105.191,728.488,110.495,739.003,1645.15,760.022,1619.09,644.874,1587.58,482.498,1624.29,471.838,1608.49,576.708
000000000087,645.013,0.8849610686,94.6681,0.1516396765,644.863,0.5912643678,314.688,0.1837077919,487.556,314.755,435.073,545.183,387.977,712.764,807.006,314.751,822.795,534.869,812.449,723.387,644.503,728.664,545.252,728.637,555.617,1058.62,560.67,1524.48,728.73,728.685,697.094,1068.83,681.375,1561.38,608.346,63.1678,686.545,63.2184,566.483,100.139,728.487,105.432,739.048,1645.24,765.079,1624.18,644.885,1592.83,477.139,1624.35,456.17,1608.44,571.586
000000000088,649.779,0.8841788718,89.5092,0.1428909837,644.933,0.5911383967,309.72,0.1748633536,487.577,314.663,435.323,539.975,393.212,712.897,807.072,309.718,822.82,534.756,812.527,723.371,644.694,728.594,550.426,728.586,550.437,1042.88,550.364,1524.66,733.685,728.604,697.22,1063.81,681.226,1561.28,608.396,58.3343,686.492,58.3631,566.456,100.078,728.415,105.133,739.053,1645.17,759.999,1619.12,644.718,1592.81,456.204,1619.14,440.486,1603.31,566.43
000000000089,649.745,0.8820625895,84.3423,0.1351603797,644.867,0.5885101586,309.532,0.1659321673,487.527,314.546,435.429,540.023,398.334,707.677,806.954,309.499,822.877,529.57,817.377,723.371,644.745,728.43,550.505,728.399,539.924,1037.66,529.449,1524.83,733.734,728.469,702.336,1063.97,681.228,1556.21,608.41,58.2084,686.448,58.2779,566.469,99.7999,728.4,105.026,733.707,1645.15,754.735,1619.18,644.634,1592.73,445.791,1613.83,435.046,1598.07,561.031
000000000090,644.968,0.792884054,79.0385,0.1174840773,644.93,0.5858583928,309.388,0.1558109133,487.576,309.636,435.46,539.975,398.427,712.894,806.987,309.281,822.929,524.565,817.497,723.201,644.831,728.436,550.538,723.381,545.195,1027.16,519.246,1524.73,733.849,728.573,702.404,1068.88,681.275,1556.12,608.345,58.0545,686.434,58.0749,566.399,94.8823,728.43,100.148,733.797,1645,754.728,1619.06,644.683,1587.6,440.685,1608.59,429.874,1582.37,545.333
000000000091,644.917,0.7892612982,68.8182,0.1032039049,644.912,0.5806215229,309.304,0.1456604211,482.656,309.625,435.449,540.038,398.529,712.935,806.987,304.267,822.948,524.28,817.516,723.136,644.816,723.38,555.517,723.214,545.235,1022.05,518.753,1524.67,733.804,728.502,702.493,1068.9,681.205,1556.1,608.216,57.8614,686.371,57.8199,566.233,94.8336,728.446,99.9298,723.372,1639.94,749.45,1619.12,644.692,1582.35,429.96,1608.44,403.925,1577.16,534.696
000000000092,644.85,0.7849375986,63.6914,0.09159830577,644.909,0.5677312943,304.256,0.1330809826,482.629,309.377,435.442,529.717,398.462,712.816,807.045,299.015,828.016,524.114,817.808,712.899,644.84,718.033,555.526,712.769,555.558,1016.69,503.257,1524.79,733.829,723.24,707.55,1069.01,676.182,1556.18,608.12,52.8143,681.495,52.7293,566.083,94.5673,728.456,94.8752,723.327,1634.8,744.325,1618.91,644.691,1582.41,429.852,1608.62,398.69,1582.3,524.237
000000000093,644.727,0.7799066415,63.6527,0.08107213889,644.938,0.5522196897,299.086,0.1178923357,482.638,304.291,435.37,534.735,393.51,712.817,807.078,288.696,833.258,524.141,822.836,712.822,644.863,702.474,555.527,697.237,555.598,1011.31,487.64,1519.4,733.89,712.851,707.526,1068.99,676.208,1556.2,607.942,52.614,681.381,52.6261,561.17,89.4083,728.355,94.6894,718.106,1639.88,739.178,1619.02,644.769,1582.34,424.726,1608.5,398.504,1577.24,518.951
000000000094,644.628,0.7748541359,63.3846,0.07055758264,644.882,0.5342386589,293.722,0.1014732676,482.555,299.014,435.368,524.452,393.299,707.666,807.03,283.307,833.416,519.173,828.057,712.879,649.763,707.536,555.613,697.194,555.617,995.747,482.615,1514.19,738.965,712.899,702.368,1069,676.065,1556.19,603.047,42.302,681.262,42.2656,561.063,84.281,728.3,84.2981,723.256,1639.95,744.298,1619.05,644.61,1582.27,435.354,1608.38,403.871,1577.22,513.774
000000000095,639.597,0.7684148402,58.3485,0.06009797778,644.815,0.5161870451,288.506,0.08509817757,482.481,293.765,435.149,529.506,388.17,712.788,806.973,278.254,838.6,519.057,838.504,717.971,644.929,702.304,550.566,692.072,555.74,985.487,482.5,1498.63,738.964,712.768,702.462,1069.13,676.082,1561.28,0,0,0,0,560.945,73.8312,723.292,73.877,723.373,1639.91,744.338,1618.99,644.661,1582.44,445.642,1603.15,414.237,1572.12,508.603
000000000096,639.505,0.7612147589,58.0937,0.0506977485,644.769,0.495666005,278.268,0.06990276482,482.359,283.382,430.048,524.57,372.35,697.342,806.98,278.115,838.536,518.744,843.787,712.761,644.889,697.206,550.499,691.992,555.741,985.356,482.595,1493.32,738.943,707.617,702.466,1063.91,676.087,1561.25,602.868,10.8823,0,0,560.812,68.51,718.114,73.8117,712.808,1639.88,739.179,1619.02,644.774,1582.26,450.892,1603.2,419.527,1577.05,508.653
000000000097,639.314,0.748268533,52.9238,0.04280286545,644.606,0.485105398,278.086,0.06353471454,477.321,283.275,424.794,519.139,356.823,697.216,806.941,273.076,838.495,513.808,848.916,707.622,644.708,691.929,545.244,686.693,555.677,985.199,482.669,1488.06,734.005,697.226,702.322,1063.81,676.159,1561.3,602.884,13.4209,665.704,10.904,560.665,63.3305,712.872,68.5294,712.905,1639.95,744.214,1619.12,644.738,1582.35,477.019,1592.86,435.12,1572.02,508.478
000000000098,634.36,0.7321185195,52.6227,0.03428863416,639.571,0.4720045095,272.759,0.05562962435,477.244,273.068,409.134,519.005,351.271,691.971,801.795,267.81,833.301,508.53,849.028,702.354,644.527,691.839,539.994,686.574,555.586,974.77,487.59,1487.89,733.86,697.159,702.372,1058.55,671.013,1561.33,602.776,13.4462,660.593,13.4359,555.636,58.1717,707.653,63.1583,728.595,1645.09,749.497,1619.17,644.626,1582.46,482.35,1582.38,440.528,1571.72,508.601
000000000099,0,0.7123255655,0,0.0234319139,639.457,0.458686161,267.646,0.04730480301,477.123,272.757,398.745,513.796,335.653,691.905,796.669,267.416,828.128,498.135,849.066,697.3,639.374,686.709,534.686,681.391,555.557,958.972,487.729,1482.85,733.639,691.934,697.089,1063.57,671.026,1561.37,597.611,13.4678,655.435,13.4649,550.413,52.9069,707.605,52.7755,733.853,1645.12,754.733,1619.17,644.679,1592.75,477.145,1582.29,435.283,1566.78,513.843
000000000100,618.573,0.8310464931,10.9008,0.02733723288,634.246,0.4410214935,267.381,0.03826420067,471.984,267.739,398.439,503.338,314.947,686.627,786.289,257.109,823.064,492.824,848.946,697.234,634.28,681.492,529.508,670.869,545.184,943.369,482.649,1482.79,728.717,691.761,691.981,1063.55,671.008,1561.32,592.355,13.4911,650.045,13.4816,540.087,47.6326,697.048,42.314,733.701,1645.11,749.608,1619.1,644.674,1587.57,461.471,1571.85,424.752,1556.13,513.807
000000000101,613.415,0.8274555339,13.4422,0.02823554068,618.614,0.4213994069,257.245,0.0257354256,461.511,267.466,393.181,498.081,309.326,681.374,781.006,241.405,822.971,482.543,848.837,697.125,629.012,681.394,524.474,665.667,529.672,943.234,482.556,1477.53,728.47,686.713,691.892,1063.96,670.941,1561.32,581.92,13.5079,649.867,13.5042,529.743,31.87,0,0,728.554,1645.03,749.563,1619.12,644.634,1587.5,466.58,1566.73,424.691,1545.69,513.784
000000000102,608.195,0.8238389545,13.4659,0.02825144766,613.263,0.4111217312,241.399,0.01306537278,456.181,257.185,382.788,492.953,288.589,681.243,775.981,231.125,822.885,477.269,843.796,692.038,618.698,676.186,524.236,660.396,524.371,938.132,482.238,1472.38,728.293,686.552,691.772,1063.83,670.897,1561.3,571.354,13.5205,644.616,13.5263,0,0,692.045,13.428,728.549,1644.99,749.536,1619.05,644.713,1587.55,476.988,1566.71,424.79,1545.67,503.281
000000000103,607.915,0.8201994998,13.4826,0.02826140262,608.254,0.402735093,231.137,0.004711943205,445.697,241.497,367.112,482.535,273.035,670.881,775.746,225.872,817.856,471.948,833.394,691.948,613.461,665.764,519.098,650.172,519.023,938.129,476.924,1472.29,723.271,681.375,691.668,1068.9,670.937,1561.25,561.105,13.5371,639.483,13.5375,519.099,13.4355,686.799,13.4531,728.552,1644.99,749.51,1619.07,644.756,1587.5,466.723,1561.35,414.306,1535.29,487.697
000000000104,597.712,0.8131127426,13.4767,0.02826381277,608.054,0.3982378747,225.955,0.0004035356489,440.468,236.221,356.582,482.469,267.359,665.711,775.512,220.572,817.682,466.578,828.127,686.721,608.321,660.412,518.819,649.988,513.651,938.078,461.372,1446.32,718.026,670.938,686.781,1068.94,665.814,1561.32,560.805,13.5301,623.874,13.5352,518.948,13.4457,681.52,13.4549,728.659,1645.01,749.544,1619.06,644.668,1587.63,445.796,1540.5,398.592,1529.82,482.222
000000000105,587.138,0.8058562509,13.4954,0.02828340833,602.949,0.3857265397,225.621,0,435.268,230.927,351.375,477.134,246.6,660.576,770.499,215.332,812.584,456.179,822.782,686.383,607.871,660.442,508.624,650.076,498.001,938.042,435.439,1487.98,702.422,671,686.793,1068.98,665.746,1561.38,550.48,13.5458,613.421,13.5409,508.558,13.4772,676.147,13.4797,733.691,1645.06,744.402,1619.04,644.631,1587.64,388.075,1556.17,356.584,1535.17,451.04
