Frame Number,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,y21,x22,y22,x23,y23,x24,y24
000000000049,0,0,599.922,5.35754,535.371,5.3564,509.807,41.7131,478.458,106.336,678.388,5.34726,725.377,98.4502,703.863,214.071,598.014,198.395,556.977,196.38,558.848,345.288,658.749,472.609,635.237,204.261,594.105,353.23,588.199,513.767,0,0,0,0,0,0,0,0,533.358,543.215,552.961,551.016,601.955,525.481,613.672,496.199,615.687,490.25,674.423
000000000050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.801,137.627,915.387,135.676,844.911,272.815,868.304,415.776,989.865,139.617,946.694,319.758,978.146,504.015,0,0,0,0,0,0,0,0,915.339,556.93,927.152,560.839,999.635,525.533,791.965,437.362,794.003,431.534,882.104
000000000051,0,0,601.858,5.35648,537.322,5.35622,508,45.5774,478.448,112.148,680.36,5.35078,727.233,100.34,697.987,212.173,594.124,200.317,556.883,196.372,558.907,343.345,662.647,472.639,633.328,206.201,596.093,355.136,588.201,511.846,0,0,0,0,0,0,0,0,537.261,545.113,554.922,551.026,601.918,523.58,613.685,496.188,615.695,490.261,678.342
000000000052,0,0,601.851,5.35631,537.254,5.35599,507.954,49.4417,478.5,114.116,682.286,5.34899,727.296,98.4595,697.934,212.137,594.137,200.328,556.905,196.405,566.697,347.236,664.582,476.503,633.291,206.181,596.077,353.179,588.204,511.861,0,0,0,0,0,0,0,0,539.233,543.238,556.864,550.995,601.945,523.586,613.706,496.162,617.608,488.315,680.287
000000000053,0,0,601.921,5.35624,537.251,5.35529,507.886,51.4089,478.523,114.166,0,0,0,0,0,0,594.13,196.421,556.874,192.516,570.596,339.482,664.673,476.589,633.331,200.334,594.142,353.162,588.208,511.817,0,0,0,0,0,0,0,0,539.283,543.235,558.832,549.086,601.975,523.537,615.656,500.094,617.693,490.309,680.352
000000000054,0,0,601.961,5.35643,537.305,5.3569,507.901,49.4812,478.512,116.048,696.029,5.34389,727.354,96.5164,697.869,210.136,599.948,196.395,558.83,192.494,572.54,339.466,666.521,478.454,635.33,202.262,592.19,353.202,588.259,511.823,0,0,0,0,0,0,0,0,541.167,545.119,558.877,551.011,602.008,523.546,615.696,500.059,619.547,492.208,682.199
000000000055,0,0,602.017,5.35697,539.161,5.35749,507.87,49.5031,478.563,116.012,695.953,5.34152,727.381,96.4606,697.863,210.089,599.995,196.408,558.857,192.515,574.524,343.327,666.525,478.466,637.202,202.263,594.134,353.208,588.247,511.879,0,0,0,0,0,0,0,0,541.186,545.185,558.869,552.936,601.985,523.59,617.559,502.005,619.593,492.21,682.207
000000000056,0,0,601.98,5.35669,537.231,5.35696,507.826,51.4368,478.57,116.039,682.322,5.35162,727.39,98.4011,697.887,210.15,599.993,196.424,558.901,194.46,576.474,343.324,666.546,478.486,635.306,200.314,596.08,355.109,588.256,513.773,0,0,0,0,0,0,0,0,539.272,549.068,556.865,554.859,601.996,523.615,617.561,502.001,619.567,492.237,682.22
000000000057,0,0,601.991,5.35707,537.302,5.3573,507.854,51.4272,478.578,116.053,678.319,5.35807,727.376,100.32,697.98,212.017,599.97,198.374,560.796,196.427,584.301,347.243,666.565,478.517,635.209,202.27,594.149,357.04,588.256,513.825,0,0,0,0,0,0,0,0,539.229,550.966,554.922,554.865,601.98,523.652,617.559,496.169,619.642,490.297,682.224
000000000058,0,0,601.997,5.35715,537.263,5.35657,507.907,49.4858,478.608,116.03,682.275,5.35607,727.35,100.393,699.909,212.088,601.89,196.457,562.798,196.401,586.278,347.231,666.574,478.538,635.276,200.314,596.062,355.135,588.252,513.82,0,0,0,0,0,0,0,0,539.254,549.083,554.945,554.85,601.985,523.642,617.539,496.15,619.614,490.296,682.217
000000000059,0,0,602.005,5.35644,535.315,5.35628,507.942,47.5275,478.6,116.022,694.004,5.35207,727.399,100.343,705.748,212.145,601.979,196.407,566.699,194.469,594.115,349.213,666.574,478.539,635.345,198.382,594.13,355.157,588.257,515.731,0,0,0,0,0,0,0,0,539.24,550.986,554.925,554.867,601.968,525.501,613.73,494.211,617.652,490.229,682.203
000000000060,0,0,601.927,5.35669,535.355,5.35577,507.925,49.4984,478.584,114.148,682.304,5.35555,727.405,100.319,709.661,214.011,602.012,194.49,568.607,194.422,599.946,349.248,666.594,478.578,637.221,196.446,594.121,355.122,588.259,515.744,0,0,0,0,0,0,0,0,539.236,550.969,554.921,554.858,601.971,525.503,615.605,494.197,617.675,490.26,680.403
000000000061,0,0,602.013,5.35737,537.255,5.35663,507.898,51.42,478.615,116.003,682.23,5.35871,729.225,100.476,711.594,216.001,603.98,196.435,570.569,196.382,605.908,349.257,666.703,480.527,643.108,198.393,594.116,355.134,588.283,515.771,0,0,0,0,0,0,0,0,539.255,550.982,554.952,554.877,602.003,525.512,615.676,494.221,619.566,492.159,682.272
000000000062,0,0,603.959,5.35696,537.322,5.35767,507.888,51.3851,478.633,116.07,682.316,5.35913,729.234,100.444,711.688,214.104,607.806,196.416,572.497,194.459,617.57,349.212,668.561,480.519,647.013,198.378,598.019,355.074,588.296,515.731,0,0,0,0,0,0,0,0,539.3,550.988,556.89,554.873,602.001,525.48,615.644,496.153,619.521,492.212,682.295
000000000063,0,0,605.918,5.35727,539.226,5.35884,507.843,53.3609,478.634,117.993,680.373,5.35797,729.299,100.383,713.724,212.168,607.826,196.427,570.683,194.465,617.65,349.214,668.567,480.561,648.895,198.361,597.998,355.086,588.284,515.74,0,0,0,0,0,0,0,0,539.257,551.001,554.935,554.903,602.009,525.506,615.637,494.243,619.534,492.185,682.287
000000000064,0,0,605.932,5.35703,539.178,5.35992,507.846,53.3895,478.613,117.985,680.374,5.35571,731.274,100.369,719.505,212.07,607.856,196.433,572.494,196.377,619.581,349.247,668.577,482.417,648.939,198.369,599.919,355.109,588.265,513.766,0,0,0,0,0,0,0,0,541.166,551.004,556.874,554.89,601.979,523.627,615.608,494.183,617.675,490.284,682.29
000000000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.679,133.766,903.677,135.653,852.719,270.871,868.313,413.924,980.13,135.709,948.75,319.815,978.166,505.977,0,0,0,0,0,0,0,0,915.384,556.914,929.092,558.905,997.708,525.564,791.959,437.411,793.981,431.541,882.096
000000000066,0,0,605.895,5.3577,539.203,5.35974,507.818,53.4038,480.476,117.979,682.338,5.35798,739.056,98.4384,727.235,212.059,611.745,194.462,572.54,192.512,619.552,347.264,668.576,480.525,649.029,196.384,598.018,353.101,588.292,511.89,0,0,0,0,0,0,0,0,541.22,550.98,556.936,554.863,602.001,523.608,615.657,494.229,619.541,492.167,682.305
